NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS	Details ...	41	-0.21283822	-1.6364473	0.04057971	0.3254182	0.992	222	tags=63%, list=42%, signal=101%	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	Details ...	20	-0.2944855	-1.6120622	0.042394016	0.34567574	0.996	156	tags=60%, list=29%, signal=82%	
GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION	GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION	Details ...	19	-0.2952001	-1.6073731	0.035532996	0.3353877	0.997	262	tags=79%, list=49%, signal=151%	
GOCC_SYNAPSE	GOCC_SYNAPSE	Details ...	22	-0.27956027	-1.5904298	0.050890584	0.34572634	0.998	87	tags=45%, list=16%, signal=52%	
GOBP_NITROGEN_COMPOUND_TRANSPORT	GOBP_NITROGEN_COMPOUND_TRANSPORT		27	-0.2520083	-1.5903249	0.044270832	0.32946634	0.998	196	tags=63%, list=37%, signal=95%	
GOCC_ACTIN_CYTOSKELETON	GOCC_ACTIN_CYTOSKELETON		18	-0.30842385	-1.5835464	0.0591133	0.32422668	0.999	157	tags=61%, list=30%, signal=84%	
HP_ABNORMAL_INFLAMMATORY_RESPONSE	HP_ABNORMAL_INFLAMMATORY_RESPONSE		15	-0.31262136	-1.4694644	0.09677419	0.50921893	1.0	370	tags=100%, list=70%, signal=322%	
GOBP_NEGATIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS		49	-0.17096435	-1.4216226	0.10843374	0.5977646	1.0	274	tags=69%, list=52%, signal=130%	
GOBP_PROTEIN_CATABOLIC_PROCESS	GOBP_PROTEIN_CATABOLIC_PROCESS		18	-0.270937	-1.4203539	0.10617284	0.5770897	1.0	265	tags=78%, list=50%, signal=150%	
HP_FUNCTIONAL_ABNORMALITY_OF_THE_GASTROINTESTINAL_TRACT	HP_FUNCTIONAL_ABNORMALITY_OF_THE_GASTROINTESTINAL_TRACT		27	-0.22169186	-1.4201845	0.10164835	0.5553564	1.0	155	tags=52%, list=29%, signal=70%	
GOBP_MUSCLE_SYSTEM_PROCESS	GOBP_MUSCLE_SYSTEM_PROCESS		15	-0.2989149	-1.4164644	0.09699769	0.5439136	1.0	153	tags=60%, list=29%, signal=82%	
GOBP_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	GOBP_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS		17	-0.27783975	-1.407635	0.08396947	0.5433356	1.0	191	tags=65%, list=36%, signal=98%	
GOBP_REGULATION_OF_ORGANELLE_ORGANIZATION	GOBP_REGULATION_OF_ORGANELLE_ORGANIZATION		23	-0.24199146	-1.3983217	0.09651475	0.545195	1.0	284	tags=78%, list=54%, signal=161%	
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION		23	-0.2325767	-1.3953861	0.0961039	0.533001	1.0	216	tags=65%, list=41%, signal=105%	
HP_SPASTICITY	HP_SPASTICITY		15	-0.29251316	-1.3861316	0.10705596	0.53639925	1.0	268	tags=80%, list=51%, signal=157%	
HP_ABNORMAL_FACIAL_SHAPE	HP_ABNORMAL_FACIAL_SHAPE		22	-0.24039151	-1.3816419	0.12276215	0.52924937	1.0	156	tags=55%, list=29%, signal=74%	
GOBP_REGULATION_OF_CATABOLIC_PROCESS	GOBP_REGULATION_OF_CATABOLIC_PROCESS		17	-0.2680204	-1.3671192	0.10539216	0.5440983	1.0	196	tags=65%, list=37%, signal=99%	
HP_INVOLUNTARY_MOVEMENTS	HP_INVOLUNTARY_MOVEMENTS		37	-0.18538456	-1.341562	0.1388102	0.5863729	1.0	407	tags=95%, list=77%, signal=379%	
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	GOBP_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND		20	-0.24035458	-1.3246926	0.14550264	0.6075458	1.0	81	tags=40%, list=15%, signal=45%	
GOBP_TRANSMEMBRANE_TRANSPORT	GOBP_TRANSMEMBRANE_TRANSPORT		25	-0.2247354	-1.3155652	0.15284973	0.6117645	1.0	153	tags=52%, list=29%, signal=70%	
GOBP_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS	GOBP_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS		20	-0.23952803	-1.3125595	0.17585301	0.6028266	1.0	265	tags=75%, list=50%, signal=144%	
HP_HYPERTONIA	HP_HYPERTONIA		18	-0.25195312	-1.311626	0.1590909	0.58892953	1.0	402	tags=100%, list=76%, signal=400%	
GOBP_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	GOBP_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS		28	-0.20829698	-1.3098297	0.14971751	0.57830995	1.0	263	tags=71%, list=50%, signal=134%	
GOBP_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION	GOBP_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION		17	-0.2607937	-1.3010706	0.15113351	0.5831713	1.0	170	tags=59%, list=32%, signal=84%	
HP_GASTROESOPHAGEAL_REFLUX	HP_GASTROESOPHAGEAL_REFLUX		17	-0.25935382	-1.2970537	0.17359413	0.5777862	1.0	76	tags=41%, list=14%, signal=47%	
HP_ABNORMAL_ESOPHAGUS_PHYSIOLOGY	HP_ABNORMAL_ESOPHAGUS_PHYSIOLOGY		23	-0.22214325	-1.2887366	0.1509901	0.582784	1.0	155	tags=52%, list=29%, signal=71%	
GOBP_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	GOBP_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND		24	-0.21449244	-1.2782986	0.16809116	0.5911368	1.0	81	tags=38%, list=15%, signal=42%	
HP_ABNORMAL_RESPIRATORY_SYSTEM_MORPHOLOGY	HP_ABNORMAL_RESPIRATORY_SYSTEM_MORPHOLOGY		19	-0.23773855	-1.2445638	0.18453865	0.65520436	1.0	317	tags=84%, list=60%, signal=202%	
GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION		16	-0.24624087	-1.2401484	0.19331743	0.6506355	1.0	196	tags=63%, list=37%, signal=96%	
GOCC_MITOCHONDRION	GOCC_MITOCHONDRION		26	-0.20375533	-1.2386619	0.2158809	0.6398564	1.0	152	tags=50%, list=29%, signal=67%	
HP_FEEDING_DIFFICULTIES	HP_FEEDING_DIFFICULTIES		32	-0.17330582	-1.2160481	0.20997375	0.68185997	1.0	407	tags=94%, list=77%, signal=380%	
GOBP_SMALL_MOLECULE_METABOLIC_PROCESS	GOBP_SMALL_MOLECULE_METABOLIC_PROCESS		30	-0.18796249	-1.2128302	0.21538462	0.67536294	1.0	162	tags=50%, list=31%, signal=68%	
HP_CONSTITUTIONAL_SYMPTOM	HP_CONSTITUTIONAL_SYMPTOM		15	-0.25176537	-1.2124679	0.22758621	0.6624631	1.0	216	tags=67%, list=41%, signal=109%	
GOMF_RNA_BINDING	GOMF_RNA_BINDING		34	-0.17291012	-1.2085441	0.22916667	0.65908575	1.0	170	tags=50%, list=32%, signal=69%	
GOMF_KINASE_BINDING	GOMF_KINASE_BINDING		18	-0.22940263	-1.2083757	0.21234567	0.64646363	1.0	81	tags=39%, list=15%, signal=44%	
GOBP_REGULATION_OF_TRANSPORT	GOBP_REGULATION_OF_TRANSPORT		27	-0.19131915	-1.2017512	0.21774194	0.6493072	1.0	169	tags=52%, list=32%, signal=72%	
HP_ONSET	HP_ONSET		29	-0.18295802	-1.1909393	0.26065162	0.6616865	1.0	84	tags=34%, list=16%, signal=39%	
GOBP_INTRACELLULAR_TRANSPORT	GOBP_INTRACELLULAR_TRANSPORT		21	-0.21170248	-1.1809064	0.23600973	0.6731252	1.0	87	tags=38%, list=16%, signal=44%	
GOBP_CELLULAR_PROTEIN_CATABOLIC_PROCESS	GOBP_CELLULAR_PROTEIN_CATABOLIC_PROCESS		16	-0.23951496	-1.1701044	0.26237625	0.68633235	1.0	265	tags=75%, list=50%, signal=145%	
HP_SLEEP_DISTURBANCE	HP_SLEEP_DISTURBANCE		15	-0.25048545	-1.1669294	0.27114427	0.68110013	1.0	402	tags=100%, list=76%, signal=402%	
GOBP_MODIFICATION_DEPENDENT_MACROMOLECULE_CATABOLIC_PROCESS	GOBP_MODIFICATION_DEPENDENT_MACROMOLECULE_CATABOLIC_PROCESS		16	-0.23951493	-1.1440654	0.2745592	0.7237184	1.0	265	tags=75%, list=50%, signal=145%	
HP_UPPER_MOTOR_NEURON_DYSFUNCTION	HP_UPPER_MOTOR_NEURON_DYSFUNCTION		30	-0.17153579	-1.1389468	0.2857143	0.7235599	1.0	407	tags=93%, list=77%, signal=379%	
GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION	GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION		26	-0.18479043	-1.1161664	0.2883598	0.7667798	1.0	81	tags=35%, list=15%, signal=39%	
GOBP_NEGATIVE_REGULATION_OF_SIGNALING	GOBP_NEGATIVE_REGULATION_OF_SIGNALING		26	-0.18103907	-1.1131376	0.3160763	0.7616177	1.0	265	tags=69%, list=50%, signal=132%	
GOBP_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION	GOBP_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION		18	-0.21804348	-1.1114146	0.31730768	0.7537096	1.0	388	tags=94%, list=73%, signal=341%	
GOCC_CATALYTIC_COMPLEX	GOCC_CATALYTIC_COMPLEX		28	-0.17281523	-1.1030216	0.30747923	0.7626467	1.0	222	tags=61%, list=42%, signal=99%	
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS		19	-0.20397483	-1.0962398	0.33333334	0.7672864	1.0	82	tags=37%, list=15%, signal=42%	
GOBP_DNA_METABOLIC_PROCESS	GOBP_DNA_METABOLIC_PROCESS		16	-0.22359563	-1.0911776	0.31554523	0.7682441	1.0	274	tags=75%, list=52%, signal=151%	
HP_TREMOR	HP_TREMOR		20	-0.19801873	-1.0804024	0.33333334	0.7837748	1.0	399	tags=95%, list=75%, signal=370%	
GOBP_POSITIVE_REGULATION_OF_CELL_DEATH	GOBP_POSITIVE_REGULATION_OF_CELL_DEATH		15	-0.22912621	-1.0802867	0.34760705	0.7723003	1.0	413	tags=100%, list=78%, signal=440%	
HP_GENERALIZED_HYPOTONIA	HP_GENERALIZED_HYPOTONIA		19	-0.20547944	-1.0721759	0.37469587	0.78056955	1.0	426	tags=100%, list=80%, signal=491%	
GOBP_CYTOSKELETON_ORGANIZATION	GOBP_CYTOSKELETON_ORGANIZATION		25	-0.17669852	-1.0715125	0.3395722	0.7705875	1.0	51	tags=28%, list=10%, signal=30%	
HP_ABNORMALITY_OF_THE_URINARY_SYSTEM_PHYSIOLOGY	HP_ABNORMALITY_OF_THE_URINARY_SYSTEM_PHYSIOLOGY		16	-0.21458349	-1.0691533	0.3478261	0.7647693	1.0	310	tags=81%, list=58%, signal=190%	
HP_DYSPHAGIA	HP_DYSPHAGIA		18	-0.20491253	-1.0602729	0.3560606	0.774835	1.0	179	tags=56%, list=34%, signal=81%	
GOMF_CALCIUM_ION_BINDING	GOMF_CALCIUM_ION_BINDING		16	-0.21789883	-1.059317	0.38181818	0.7662556	1.0	419	tags=100%, list=79%, signal=463%	
GOCC_INTRACELLULAR_PROTEIN_CONTAINING_COMPLEX	GOCC_INTRACELLULAR_PROTEIN_CONTAINING_COMPLEX		15	-0.22011288	-1.0481377	0.35460994	0.781618	1.0	222	tags=67%, list=42%, signal=111%	
HP_HYPERREFLEXIA	HP_HYPERREFLEXIA		15	-0.22073531	-1.0419731	0.36609337	0.78617907	1.0	265	tags=73%, list=50%, signal=143%	
GOBP_CELL_MORPHOGENESIS	GOBP_CELL_MORPHOGENESIS		16	-0.2162874	-1.0282863	0.39522547	0.8096636	1.0	314	tags=81%, list=59%, signal=193%	
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES	GOMF_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES		19	-0.18920057	-1.0233039	0.4010554	0.8104295	1.0	403	tags=95%, list=76%, signal=381%	
GOBP_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS	GOBP_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS		24	-0.17299232	-1.0206108	0.3974359	0.8058778	1.0	210	tags=58%, list=40%, signal=92%	
HP_ABNORMAL_CONJUGATE_EYE_MOVEMENT	HP_ABNORMAL_CONJUGATE_EYE_MOVEMENT		33	-0.14229356	-0.9994339	0.43695015	0.84710944	1.0	407	tags=91%, list=77%, signal=367%	
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION	GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION		21	-0.1801499	-0.9941322	0.46039605	0.84972125	1.0	222	tags=62%, list=42%, signal=102%	
HP_ABNORMALITY_OF_CENTRAL_NERVOUS_SYSTEM_ELECTROPHYSIOLOGY	HP_ABNORMALITY_OF_CENTRAL_NERVOUS_SYSTEM_ELECTROPHYSIOLOGY		19	-0.18173237	-0.9867135	0.45614034	0.8569903	1.0	407	tags=95%, list=77%, signal=394%	
HP_ABNORMALITY_OF_FACIAL_SKELETON	HP_ABNORMALITY_OF_FACIAL_SKELETON		18	-0.19034669	-0.9853013	0.46039605	0.84976983	1.0	156	tags=50%, list=29%, signal=68%	
HP_FEEDING_DIFFICULTIES_IN_INFANCY	HP_FEEDING_DIFFICULTIES_IN_INFANCY		26	-0.15425363	-0.97585195	0.45382586	0.8613035	1.0	407	tags=92%, list=77%, signal=378%	
GOBP_MITOCHONDRION_ORGANIZATION	GOBP_MITOCHONDRION_ORGANIZATION		17	-0.19171537	-0.97006416	0.49754903	0.86479485	1.0	81	tags=35%, list=15%, signal=40%	
GOCC_NUCLEAR_OUTER_MEMBRANE_ENDOPLASMIC_RETICULUM_MEMBRANE_NETWORK	GOCC_NUCLEAR_OUTER_MEMBRANE_ENDOPLASMIC_RETICULUM_MEMBRANE_NETWORK		20	-0.17124364	-0.9661689	0.5	0.86369145	1.0	414	tags=95%, list=78%, signal=418%	
HP_PTOSIS	HP_PTOSIS		19	-0.17980069	-0.9587741	0.47715735	0.87053573	1.0	261	tags=68%, list=49%, signal=130%	
HP_GENERALIZED_ABNORMALITY_OF_SKIN	HP_GENERALIZED_ABNORMALITY_OF_SKIN		24	-0.15892982	-0.9563827	0.503876	0.8658904	1.0	426	tags=96%, list=80%, signal=466%	
GOCC_ORGANELLE_SUBCOMPARTMENT	GOCC_ORGANELLE_SUBCOMPARTMENT		22	-0.16902666	-0.94911236	0.48607594	0.8732007	1.0	317	tags=77%, list=60%, signal=184%	
HP_SKELETAL_MUSCLE_ATROPHY	HP_SKELETAL_MUSCLE_ATROPHY		16	-0.1967187	-0.9488686	0.48984772	0.8636404	1.0	216	tags=63%, list=41%, signal=102%	
HP_HYPERTELORISM	HP_HYPERTELORISM		16	-0.1906518	-0.94029814	0.52811736	0.8742718	1.0	156	tags=50%, list=29%, signal=69%	
GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS		25	-0.1527202	-0.93925154	0.5411471	0.866642	1.0	291	tags=72%, list=55%, signal=152%	
HP_ABNORMAL_MYOCARDIUM_MORPHOLOGY	HP_ABNORMAL_MYOCARDIUM_MORPHOLOGY		18	-0.17819142	-0.9385176	0.5417721	0.8588352	1.0	407	tags=94%, list=77%, signal=393%	
HP_CONSTIPATION	HP_CONSTIPATION		18	-0.17776302	-0.93505555	0.5555556	0.85754544	1.0	407	tags=94%, list=77%, signal=393%	
GOBP_PROTEOLYSIS	GOBP_PROTEOLYSIS		25	-0.1546501	-0.9323735	0.5013123	0.85407573	1.0	428	tags=96%, list=81%, signal=475%	
GOBP_CELL_CYCLE_PROCESS	GOBP_CELL_CYCLE_PROCESS		21	-0.16172796	-0.92612916	0.5234375	0.8591668	1.0	259	tags=67%, list=49%, signal=125%	
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL	GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL		22	-0.16205086	-0.9245477	0.5330073	0.8535553	1.0	265	tags=68%, list=50%, signal=131%	
GOCC_GOLGI_APPARATUS	GOCC_GOLGI_APPARATUS		23	-0.15829068	-0.92219967	0.5258856	0.850147	1.0	426	tags=96%, list=80%, signal=466%	
GOMF_PROTEIN_DIMERIZATION_ACTIVITY	GOMF_PROTEIN_DIMERIZATION_ACTIVITY		16	-0.18760432	-0.918288	0.53904283	0.8499658	1.0	91	tags=38%, list=17%, signal=44%	
GOBP_REGULATION_OF_RESPONSE_TO_STRESS	GOBP_REGULATION_OF_RESPONSE_TO_STRESS		19	-0.16904423	-0.90325713	0.5775656	0.8746085	1.0	291	tags=74%, list=55%, signal=158%	
GOCC_TRANSFERASE_COMPLEX	GOCC_TRANSFERASE_COMPLEX		20	-0.167678	-0.8973054	0.58524173	0.8787724	1.0	244	tags=65%, list=46%, signal=116%	
HP_SLANTING_OF_THE_PALPEBRAL_FISSURE	HP_SLANTING_OF_THE_PALPEBRAL_FISSURE		15	-0.19152153	-0.89581794	0.5971564	0.87293977	1.0	71	tags=33%, list=13%, signal=37%	
GOBP_REPRODUCTION	GOBP_REPRODUCTION		15	-0.18240036	-0.8835388	0.5823096	0.89057964	1.0	106	tags=40%, list=20%, signal=49%	
GOBP_REGULATION_OF_IMMUNE_RESPONSE	GOBP_REGULATION_OF_IMMUNE_RESPONSE		16	-0.1804706	-0.8829407	0.620283	0.8830941	1.0	291	tags=75%, list=55%, signal=161%	
GOBP_ORGANIC_ACID_METABOLIC_PROCESS	GOBP_ORGANIC_ACID_METABOLIC_PROCESS		16	-0.18179788	-0.8775297	0.61219513	0.8855826	1.0	96	tags=38%, list=18%, signal=44%	
HP_ABNORMALITY_OF_THE_CHIN	HP_ABNORMALITY_OF_THE_CHIN		17	-0.17387712	-0.87168413	0.5939086	0.88883245	1.0	407	tags=94%, list=77%, signal=393%	
HP_PERIPHERAL_NEUROPATHY	HP_PERIPHERAL_NEUROPATHY		17	-0.1724757	-0.8711307	0.59610707	0.8814992	1.0	274	tags=71%, list=52%, signal=141%	
GOCC_ENVELOPE	GOCC_ENVELOPE		25	-0.14413993	-0.8710921	0.648294	0.87320673	1.0	152	tags=44%, list=29%, signal=59%	
HP_FAILURE_TO_THRIVE	HP_FAILURE_TO_THRIVE		22	-0.15375517	-0.8674446	0.62992126	0.87251693	1.0	426	tags=95%, list=80%, signal=466%	
GOCC_MITOCHONDRIAL_ENVELOPE	GOCC_MITOCHONDRIAL_ENVELOPE		17	-0.17137386	-0.86733466	0.6019656	0.8645316	1.0	152	tags=47%, list=29%, signal=64%	
HP_GAIT_DISTURBANCE	HP_GAIT_DISTURBANCE		37	-0.11883852	-0.8618366	0.63141996	0.86739856	1.0	407	tags=89%, list=77%, signal=357%	
GOBP_ION_TRANSPORT	GOBP_ION_TRANSPORT		17	-0.17180385	-0.8608902	0.6005222	0.8612942	1.0	153	tags=47%, list=29%, signal=64%	
GOMF_TRANSPORTER_ACTIVITY	GOMF_TRANSPORTER_ACTIVITY		20	-0.15796232	-0.8600934	0.6329114	0.8550089	1.0	149	tags=45%, list=28%, signal=60%	
HP_ABNORMALITY_OF_THE_PINNA	HP_ABNORMALITY_OF_THE_PINNA		17	-0.17408437	-0.86000496	0.6326034	0.8474695	1.0	407	tags=94%, list=77%, signal=393%	
HP_ABNORMAL_HAIR_QUANTITY	HP_ABNORMAL_HAIR_QUANTITY		22	-0.15103737	-0.8592319	0.6526316	0.8412776	1.0	84	tags=32%, list=16%, signal=36%	
HP_ABNORMALITY_OF_THE_PERIPHERAL_NERVOUS_SYSTEM	HP_ABNORMALITY_OF_THE_PERIPHERAL_NERVOUS_SYSTEM		18	-0.1676827	-0.8528125	0.64285713	0.8455958	1.0	378	tags=89%, list=71%, signal=299%	
GOBP_NERVOUS_SYSTEM_PROCESS	GOBP_NERVOUS_SYSTEM_PROCESS		22	-0.14817683	-0.8474465	0.63611114	0.84794	1.0	63	tags=27%, list=12%, signal=30%	
HP_ABNORMALITY_OF_THE_PALPEBRAL_FISSURES	HP_ABNORMALITY_OF_THE_PALPEBRAL_FISSURES		16	-0.17142047	-0.84719574	0.6716792	0.84102374	1.0	71	tags=31%, list=13%, signal=35%	
HP_FUNCTIONAL_ABNORMALITY_OF_THE_INNER_EAR	HP_FUNCTIONAL_ABNORMALITY_OF_THE_INNER_EAR		31	-0.12611474	-0.8407812	0.6631016	0.84538335	1.0	84	tags=29%, list=16%, signal=32%	
HP_ABNORMALITY_OF_COORDINATION	HP_ABNORMALITY_OF_COORDINATION		29	-0.12811483	-0.83380353	0.6767956	0.8508376	1.0	405	tags=90%, list=76%, signal=359%	
GOCC_CHROMOSOME	GOCC_CHROMOSOME		34	-0.11721625	-0.8277526	0.63055557	0.85450315	1.0	274	tags=65%, list=52%, signal=125%	
HP_ABNORMAL_VASCULAR_MORPHOLOGY	HP_ABNORMAL_VASCULAR_MORPHOLOGY		21	-0.15078813	-0.82652307	0.6857923	0.84970057	1.0	426	tags=95%, list=80%, signal=466%	
HP_ABNORMAL_NERVOUS_SYSTEM_ELECTROPHYSIOLOGY	HP_ABNORMAL_NERVOUS_SYSTEM_ELECTROPHYSIOLOGY		23	-0.14348415	-0.8190414	0.6984536	0.8555137	1.0	407	tags=91%, list=77%, signal=376%	
HP_ABNORMAL_EYELID_MORPHOLOGY	HP_ABNORMAL_EYELID_MORPHOLOGY		29	-0.12705474	-0.8181584	0.6910569	0.8502452	1.0	76	tags=28%, list=14%, signal=30%	
HP_ABNORMAL_EMOTION_AFFECT_BEHAVIOR	HP_ABNORMAL_EMOTION_AFFECT_BEHAVIOR		20	-0.14806317	-0.8110585	0.6829897	0.8556596	1.0	179	tags=50%, list=34%, signal=73%	
HP_ATROPHY_DEGENERATION_AFFECTING_THE_CENTRAL_NERVOUS_SYSTEM	HP_ATROPHY_DEGENERATION_AFFECTING_THE_CENTRAL_NERVOUS_SYSTEM		20	-0.14816637	-0.8087398	0.7153846	0.85268617	1.0	179	tags=50%, list=34%, signal=73%	
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	GOBP_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION		17	-0.15246806	-0.79063016	0.7383177	0.87645465	1.0	219	tags=59%, list=41%, signal=97%	
HP_WEAKNESS_DUE_TO_UPPER_MOTOR_NEURON_DYSFUNCTION	HP_WEAKNESS_DUE_TO_UPPER_MOTOR_NEURON_DYSFUNCTION		18	-0.14909613	-0.7892866	0.70542634	0.8717069	1.0	179	tags=50%, list=34%, signal=73%	
GOBP_CYTOKINE_PRODUCTION	GOBP_CYTOKINE_PRODUCTION		19	-0.1494111	-0.7791345	0.72208434	0.881827	1.0	81	tags=32%, list=15%, signal=36%	
HP_MUSCLE_WEAKNESS	HP_MUSCLE_WEAKNESS		22	-0.13707174	-0.77824616	0.7748184	0.87631106	1.0	405	tags=91%, list=76%, signal=369%	
