sample_id	Tumor_type	cna	base_segments	break_points	fga	Sample Type	HRD34
TCGA-K1-A42X-01A-11D-A24M-01	Leiomyosarcoma Uterus (LMS)	98	696726084	284	0.241811323	Primary Tumor	High
TCGA-K1-A42X-02A-11D-A24M-01	Leiomyosarcoma Uterus (LMS)	91	756010879	252	0.262448355	Recurrent Tumor	High
TCGA-K1-A42X-11A-11D-A24M-01	Leiomyosarcoma Uterus (LMS)	38	234992	94	7.99E-05	Solid Tissue Normal	None
TCGA-K1-A42X-01A-11D-A24M-01	Leiomyosarcoma Uterus (LMS)	98	696726084	284	0.241811323	Primary Tumor	High
TCGA-K1-A42X-02A-11D-A24M-01	Leiomyosarcoma Uterus (LMS)	91	756010879	252	0.262448355	Recurrent Tumor	High
TCGA-IW-A3M4-01A-11D-A21P-01	Leiomyosarcoma Uterus (LMS)	30	562484419	100	0.19553779	Primary Tumor	Low
TCGA-IW-A3M4-10B-01D-A21P-01	Leiomyosarcoma Uterus (LMS)	12	353678	28	2.50E-05	Blood Derived Normal	None
TCGA-HB-A43Z-01A-11D-A24M-01	Leiomyosarcoma Uterus (LMS)	321	2156180416	934	0.71526478	Primary Tumor	High
TCGA-KD-A5QS-01A-11D-A27O-01	Leiomyosarcoma Uterus (LMS)	367	2161844107	1280	0.699428335	Primary Tumor	High
TCGA-KD-A5QS-10A-01D-A27O-01	Leiomyosarcoma Uterus (LMS)	25	142762	64	2.14E-05	Blood Derived Normal	None
TCGA-HS-A5NA-10A-01D-A26F-01	Leiomyosarcoma Uterus (LMS)	14	519423	42	0.000179941	Blood Derived Normal	None
TCGA-HS-A5NA-01A-11D-A26F-01	Leiomyosarcoma Uterus (LMS)	82	528472530	264	0.183887786	Primary Tumor	Low
TCGA-JV-A5VF-01A-11D-A29M-01	Leiomyosarcoma Uterus (LMS)	127	2012338109	494	0.687638874	Primary Tumor	High
TCGA-JV-A5VF-10A-01D-A29M-01	Leiomyosarcoma Uterus (LMS)	17	172140	44	5.99E-05	Blood Derived Normal	None
TCGA-IS-A3K6-10A-01D-A21P-01	Leiomyosarcoma Uterus (LMS)	7	58250	24	2.03E-05	Blood Derived Normal	None
TCGA-IS-A3K6-01A-11D-A21P-01	Leiomyosarcoma Uterus (LMS)	100	413667081	248	0.091411738	Primary Tumor	Low
TCGA-KF-A41W-11A-11D-A24M-01	Leiomyosarcoma Uterus (LMS)	6	125616	18	3.52E-05	Solid Tissue Normal	None
TCGA-KF-A41W-10A-01D-A24M-01	Leiomyosarcoma Uterus (LMS)	12	105272	32	3.35E-05	Blood Derived Normal	None
TCGA-KF-A41W-01A-11D-A24M-01	Leiomyosarcoma Uterus (LMS)	127	621699864	486	0.216062139	Primary Tumor	High
TCGA-N1-A6IA-11A-11D-A32H-01	Leiomyosarcoma Uterus (LMS)	23	249795	62	8.69E-05	Solid Tissue Normal	None
TCGA-N1-A6IA-01A-12D-A32H-01	Leiomyosarcoma Uterus (LMS)	194	1517370989	610	0.519173577	Primary Tumor	High
TCGA-IS-A3K7-01A-11D-A21P-01	Leiomyosarcoma Uterus (LMS)	323	2232433202	850	0.772823559	Primary Tumor	High
TCGA-IS-A3K7-10A-01D-A21P-01	Leiomyosarcoma Uterus (LMS)	14	232091	38	4.89E-05	Blood Derived Normal	None
TCGA-X2-A95T-01A-11D-A37B-01	Leiomyosarcoma Uterus (LMS)	102	685316107	320	0.229441013	Primary Tumor	Low
TCGA-X2-A95T-10A-01D-A37E-01	Leiomyosarcoma Uterus (LMS)	9	115116	28	4.01E-05	Blood Derived Normal	None
TCGA-IW-A3M6-01A-11D-A21P-01	Leiomyosarcoma Uterus (LMS)	92	1316130690	298	0.408316329	Primary Tumor	High
TCGA-IW-A3M6-10A-01D-A21P-01	Leiomyosarcoma Uterus (LMS)	15	148874	40	3.24E-05	Blood Derived Normal	None
TCGA-HB-A3L4-01A-11D-A21P-01	Leiomyosarcoma Uterus (LMS)	209	1890159336	646	0.636427809	Primary Tumor	High
TCGA-HB-A3L4-10A-01D-A21P-01	Leiomyosarcoma Uterus (LMS)	9	100631	28	3.50E-05	Blood Derived Normal	None
TCGA-JV-A75J-10A-01D-A32H-01	Leiomyosarcoma Uterus (LMS)	13	1350739	32	4.11E-05	Blood Derived Normal	None
TCGA-JV-A75J-01A-11D-A32H-01	Leiomyosarcoma Uterus (LMS)	295	683530255	800	0.195551107	Primary Tumor	Low
TCGA-X6-A7WB-01A-11D-A350-01	Leiomyosarcoma Uterus (LMS)	172	2290119160	698	0.796899242	Primary Tumor	Low
TCGA-X6-A7WB-10A-01D-A350-01	Leiomyosarcoma Uterus (LMS)	14	761337	44	0.000262525	Blood Derived Normal	None
TCGA-WP-A9GB-10A-01D-A37E-01	Leiomyosarcoma Uterus (LMS)	17	895301	44	0.000311604	Blood Derived Normal	None
TCGA-WP-A9GB-01A-11D-A37B-01	Leiomyosarcoma Uterus (LMS)	250	2036837960	886	0.65880812	Primary Tumor	High
TCGA-IE-A4EH-10A-01D-A24M-01	Leiomyosarcoma Uterus (LMS)	15	899148	40	0.000271129	Blood Derived Normal	None
TCGA-IE-A4EH-01A-11D-A24M-01	Leiomyosarcoma Uterus (LMS)	75	1050217754	308	0.365316155	Primary Tumor	High
TCGA-KD-A5QU-10A-01D-A27O-01	Leiomyosarcoma Uterus (LMS)	19	72147	50	2.48E-05	Blood Derived Normal	None
TCGA-KD-A5QU-01A-11D-A27O-01	Leiomyosarcoma Uterus (LMS)	124	2071429757	424	0.686409062	Primary Tumor	High
TCGA-IS-A3K8-01A-11D-A21P-01	Leiomyosarcoma Uterus (LMS)	25	228643314	92	0.079576687	Primary Tumor	Low
TCGA-IS-A3K8-10A-01D-A21P-01	Leiomyosarcoma Uterus (LMS)	9	44473	24	1.41E-05	Blood Derived Normal	None
TCGA-KD-A5QT-10A-01D-A27O-01	Leiomyosarcoma Uterus (LMS)	6	16348	20	5.69E-06	Blood Derived Normal	None
TCGA-KD-A5QT-01A-11D-A27O-01	Leiomyosarcoma Uterus (LMS)	112	582938292	352	0.192553712	Primary Tumor	Low
TCGA-IS-A3KA-01A-11D-A21P-01	Leiomyosarcoma Uterus (LMS)	156	1576686905	552	0.499946942	Primary Tumor	High
