id	filename	md5	size	state
13366448-5a2a-4bef-a99e-d3c1e3f4a7d4	13366448-5a2a-4bef-a99e-d3c1e3f4a7d4/CUBES_p_TCGAb_425_426_427_NSP_GenomeWideSNP_6_E03_1513926.nocnv_grch38.seg.v2.txt	52302896a1f7682b6d226ca2fa2c1253	35104	validated
13ceb2c7-f13e-4dbb-959d-3f1d0a4526c8	13ceb2c7-f13e-4dbb-959d-3f1d0a4526c8/WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_H11_1359166.nocnv_grch38.seg.v2.txt	f33abcf8ddfab0f68d81c9f9f9beb649	23312	validated
14d23afc-a37d-444d-b8c6-e39e92f6002d	14d23afc-a37d-444d-b8c6-e39e92f6002d/TAZZA_p_TCGAb3_62_63_64_65_NSP_GenomeWideSNP_6_D01_1387976.nocnv_grch38.seg.v2.txt	7d18cc6cb2dc7cefd7d99191c8eabf4a	11672	validated
154f135a-76ea-4b4c-998f-83eb04f4fdab	154f135a-76ea-4b4c-998f-83eb04f4fdab/MOWED_p_TCGAb3_39_40_41_42_STY_GenomeWideSNP_6_G02_1377556.nocnv_grch38.seg.v2.txt	25e11852996c4d381c76be047c134d98	59943	validated
17139d45-608f-4e07-bec3-5c74922441f6	17139d45-608f-4e07-bec3-5c74922441f6/WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_F09_1359154.nocnv_grch38.seg.v2.txt	9b75d70d4e47445265e6f1e3491f68df	17631	validated
195a7df1-e7bc-4ded-8a4b-95c441db0cd1	195a7df1-e7bc-4ded-8a4b-95c441db0cd1/CUBES_p_TCGAb_425_426_427_NSP_GenomeWideSNP_6_E11_1514090.nocnv_grch38.seg.v2.txt	39d5e656aaf76df497c1d85cc710dc2c	39511	validated
19712b14-cb1f-4865-b834-8528a7fecd1e	19712b14-cb1f-4865-b834-8528a7fecd1e/FLUES_p_TCGASNP_228_229_230_N_GenomeWideSNP_6_G08_1148900.nocnv_grch38.seg.v2.txt	ff1eb00632530920a2373bedc1135627	126889	validated
1a0f9e9f-9d68-4814-b634-d51f495cc5e7	1a0f9e9f-9d68-4814-b634-d51f495cc5e7/ENATE_p_TCGAb_394_395_396_NSP_GenomeWideSNP_6_E12_1474086.nocnv_grch38.seg.v2.txt	73306fcfd9d9898106750bc53193ce4f	4010	validated
1a226bda-a249-4200-914f-9fea2b876f78	1a226bda-a249-4200-914f-9fea2b876f78/SNOWS_p_TCGA_Batch_309_310_NSP_GenomeWideSNP_6_D08_1362070.nocnv_grch38.seg.v2.txt	de85c6528be86bc225f23c2c8143b1b6	4721	validated
1b260cb8-d6ac-453f-9b37-f27091691c16	1b260cb8-d6ac-453f-9b37-f27091691c16/ENATE_p_TCGAb_394_395_396_NSP_GenomeWideSNP_6_F06_1474090.nocnv_grch38.seg.v2.txt	417273f2c112e49447800e87960593c1	36753	validated
1b972b07-693a-45ee-a2b4-15bfc6cc2813	1b972b07-693a-45ee-a2b4-15bfc6cc2813/PRION_p_TCGAb_410_11_12_13_NSP_GenomeWideSNP_6_E05_1486674.nocnv_grch38.seg.v2.txt	2adac2cca57662b535c0a618698e6a77	15077	validated
1bdbe42c-28e2-41ab-ad13-9252c1e51f61	1bdbe42c-28e2-41ab-ad13-9252c1e51f61/HONGS_p_TCGAb3_75_76_77_NSP_GenomeWideSNP_6_E10_1438140.nocnv_grch38.seg.v2.txt	05f73f5f5a036c8514c886bf17aa3343	3752	validated
1c078d70-b532-4270-a433-b7932b6ab34a	1c078d70-b532-4270-a433-b7932b6ab34a/VISTA_p_TCGAb_383_384_NSP_GenomeWideSNP_6_D02_1464910.nocnv_grch38.seg.v2.txt	ef58379c936d38f28d91f0667de6cf65	4432	validated
1cf3d125-9003-4918-8f38-f0aa1a491f18	1cf3d125-9003-4918-8f38-f0aa1a491f18/TAZZA_p_TCGAb3_62_63_64_65_NSP_GenomeWideSNP_6_B04_1387802.nocnv_grch38.seg.v2.txt	d8bff0a6d049c0462a547c989f5bf7b5	3325	validated
1d29482d-2f8e-43d6-9a98-c20e318ac407	1d29482d-2f8e-43d6-9a98-c20e318ac407/BURSA_p_TCGA_303_304_305_N_GenomeWideSNP_6_D05_1344818.nocnv_grch38.seg.v2.txt	8cf19595f7d27d25c35fdc6a8dbd4509	3316	validated
1d43d4ce-c854-4db3-ad87-5f71823c9b3e	1d43d4ce-c854-4db3-ad87-5f71823c9b3e/MACON_p_TCGASNP_218_AML_PP_N_GenomeWideSNP_6_B03_1039996.nocnv_grch38.seg.v2.txt	d4ff0887cccce4e2bd12e845af428f2c	49476	validated
1d7cbb5e-7d76-4c28-8fbb-09e4515966f7	1d7cbb5e-7d76-4c28-8fbb-09e4515966f7/RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_A04_1361806.nocnv_grch38.seg.v2.txt	5387e04abe95579747b15d336892459a	4497	validated
1d8428b7-f826-4f8e-9131-41fb1b1b40a0	1d8428b7-f826-4f8e-9131-41fb1b1b40a0/CUBES_p_TCGAb_425_426_427_NSP_GenomeWideSNP_6_D11_1513946.nocnv_grch38.seg.v2.txt	2a322ccdac316742d987ec38aad7efef	34543	validated
1deb3e43-6245-4ef9-9106-0109ec1b0146	1deb3e43-6245-4ef9-9106-0109ec1b0146/BURSA_p_TCGA_303_304_305_N_GenomeWideSNP_6_C10_1344772.nocnv_grch38.seg.v2.txt	24f0f4f098203d6696f8b4a17bcf025e	3200	validated
1ec56689-8a0f-4fb6-aee7-b6e08f7dc2ca	1ec56689-8a0f-4fb6-aee7-b6e08f7dc2ca/YOGIN_p_TCGA_4_262_263_N_GenomeWideSNP_6_D06_1306204.nocnv_grch38.seg.v2.txt	0e3424930b5241b6d10b14d93f1b7edd	4716	validated
1f870927-8d28-45c3-a0b0-c9aeac4dd7dc	1f870927-8d28-45c3-a0b0-c9aeac4dd7dc/PRION_p_TCGAb_410_11_12_13_NSP_GenomeWideSNP_6_D03_1486656.nocnv_grch38.seg.v2.txt	e3147d4c37c39c72785875817ed1afae	42305	validated
1feffee6-4f28-42c3-9743-5ed0182ce05b	1feffee6-4f28-42c3-9743-5ed0182ce05b/PRION_p_TCGAb_410_11_12_13_NSP_GenomeWideSNP_6_D02_1486732.nocnv_grch38.seg.v2.txt	131db5daf9d66ebd19e5405095fd67f9	726281	validated
21f4cf3e-42c4-447c-bf12-4ff52269fee5	21f4cf3e-42c4-447c-bf12-4ff52269fee5/TAZZA_p_TCGAb3_62_63_64_65_NSP_GenomeWideSNP_6_C02_1387962.nocnv_grch38.seg.v2.txt	d1f3ab3b1b295888395710321974dd01	57566	validated
220ed56a-d0ae-4468-a95e-baa41af9010c	220ed56a-d0ae-4468-a95e-baa41af9010c/SNOWS_p_TCGA_Batch_309_310_NSP_GenomeWideSNP_6_E12_1362174.nocnv_grch38.seg.v2.txt	f0a0da5b0e78ff313b17e972a95e37f8	3603	validated
223545fc-6067-4eab-b0b9-6c2cd480fd02	223545fc-6067-4eab-b0b9-6c2cd480fd02/VISTA_p_TCGAb_383_384_NSP_GenomeWideSNP_6_C04_1464962.nocnv_grch38.seg.v2.txt	56eff081cd758acca0d01158d751b42b	4744	validated
23094172-b401-46ad-ae81-450bb5c09c5a	23094172-b401-46ad-ae81-450bb5c09c5a/HONGS_p_TCGAb3_75_76_77_NSP_GenomeWideSNP_6_H11_1438234.nocnv_grch38.seg.v2.txt	ceded22c2667dc6e9de353f54ccef528	15783	validated
23221748-8c88-4f10-8537-4ee5310c70bd	23221748-8c88-4f10-8537-4ee5310c70bd/SODDY_p_TCGAb3_39_40_41_42_NSP_GenomeWideSNP_6_H02_1373982.nocnv_grch38.seg.v2.txt	150c8af38852a02b05d4e5cade966543	19730	validated
2376c09c-fd84-46f5-91b1-3ac2cf6a6246	2376c09c-fd84-46f5-91b1-3ac2cf6a6246/ENATE_p_TCGAb_394_395_396_NSP_GenomeWideSNP_6_G05_1474104.nocnv_grch38.seg.v2.txt	dd15d6f1840c21e2ac915ca2d427ad28	586441	validated
240600cb-03c6-4913-921d-25973403b2c6	240600cb-03c6-4913-921d-25973403b2c6/RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_A11_1361986.nocnv_grch38.seg.v2.txt	62b95c19b585849d0930d048cd9be348	3039	validated
241a7c1a-e821-4be5-8235-1f38c19a748d	241a7c1a-e821-4be5-8235-1f38c19a748d/TAZZA_p_TCGAb3_62_63_64_65_NSP_GenomeWideSNP_6_C09_1387824.nocnv_grch38.seg.v2.txt	7a1c44746230e0e793c74c5f88f7e873	4307	validated
2521abfb-30e3-4e6c-b7ab-7e34227efdda	2521abfb-30e3-4e6c-b7ab-7e34227efdda/ENATE_p_TCGAb_394_395_396_NSP_GenomeWideSNP_6_E04_1474128.nocnv_grch38.seg.v2.txt	6df56af48995f895380f82f8fc070232	49443	validated
25d148d4-b4b4-4f2d-a783-460e544b5ad4	25d148d4-b4b4-4f2d-a783-460e544b5ad4/CUBES_p_TCGAb_425_426_427_NSP_GenomeWideSNP_6_D02_1513950.nocnv_grch38.seg.v2.txt	7d59d3b108f9fef78e88f4b9270ef6d8	5804	validated
263f010c-b6f1-4597-998e-b816ad00eba2	263f010c-b6f1-4597-998e-b816ad00eba2/THREW_p_TCGAb_329_335_336_NSP_GenomeWideSNP_6_E08_1367152.nocnv_grch38.seg.v2.txt	e422f8f253ee04c12d07cf7c7c98dc58	4289	validated
2669e2c8-79dd-46f5-8263-036b95082947	2669e2c8-79dd-46f5-8263-036b95082947/VISTA_p_TCGAb_383_384_NSP_GenomeWideSNP_6_C10_1464964.nocnv_grch38.seg.v2.txt	565bc82072a7e9650ece46bb62f9b2c7	3339	validated
26a9cb7c-db7e-43e4-8ebe-3e69bc5ea8d7	26a9cb7c-db7e-43e4-8ebe-3e69bc5ea8d7/ENATE_p_TCGAb_394_395_396_NSP_GenomeWideSNP_6_F03_1474158.nocnv_grch38.seg.v2.txt	ae6f1361c57b32b43e0c450a38b62fd8	4031	validated
27b839cb-b183-4cdd-b033-4bc1e34a1473	27b839cb-b183-4cdd-b033-4bc1e34a1473/YOGIN_p_TCGA_4_262_263_N_GenomeWideSNP_6_B11_1306150.nocnv_grch38.seg.v2.txt	d86cf297d268f68e2df19221cf9958e5	6079	validated
27dd6cf9-7e5f-4489-881f-4c00e10669b0	27dd6cf9-7e5f-4489-881f-4c00e10669b0/TAZZA_p_TCGAb3_62_63_64_65_NSP_GenomeWideSNP_6_C12_1387836.nocnv_grch38.seg.v2.txt	59eaa7c71e485101a5a6c955c966a7b0	28074	validated
290c1771-781d-4df1-96f8-231b6d92f8b8	290c1771-781d-4df1-96f8-231b6d92f8b8/CUBES_p_TCGAb_425_426_427_NSP_GenomeWideSNP_6_E04_1514106.nocnv_grch38.seg.v2.txt	52e8b6a3045899197ba6e33dba4cf6ba	6207	validated
2922cfb6-acfb-43c9-991e-d049a7a34c22	2922cfb6-acfb-43c9-991e-d049a7a34c22/VISTA_p_TCGAb_383_384_NSP_GenomeWideSNP_6_A09_1464916.nocnv_grch38.seg.v2.txt	21dfb916d72f0c0f75bd79b45c69237e	4943	validated
295ca446-03da-44b0-affb-b2018fc067fa	295ca446-03da-44b0-affb-b2018fc067fa/HEIGH_p_TCGAb418_19_21_BCR_NSP_GenomeWideSNP_6_G12_1485758.nocnv_grch38.seg.v2.txt	8ed86c2d957b1b38098282cfa741504b	20383	validated
29668c97-b7ff-4692-b87e-e22a1b33910e	29668c97-b7ff-4692-b87e-e22a1b33910e/YOGIN_p_TCGA_4_262_263_N_GenomeWideSNP_6_B10_1306266.nocnv_grch38.seg.v2.txt	b2b8d81b4521ceb10f84160008b50c77	8074	validated
297067ce-8f41-4908-8a1e-1e5800c58b47	297067ce-8f41-4908-8a1e-1e5800c58b47/VIBES_p_TCGA_290_291_292_293_S_GenomeWideSNP_6_F09_1362554.nocnv_grch38.seg.v2.txt	48f351fc24434645238b27f3f46c3a45	68699	validated
2a8a72d9-1725-4f9e-9ed4-f12344090995	2a8a72d9-1725-4f9e-9ed4-f12344090995/ENATE_p_TCGAb_394_395_396_NSP_GenomeWideSNP_6_E01_1474094.nocnv_grch38.seg.v2.txt	922fdbb3f04ce4eaebfccc3aa8fefb2c	5949	validated
2aee4432-41ef-4bc8-a995-2c1008e185cb	2aee4432-41ef-4bc8-a995-2c1008e185cb/TAZZA_p_TCGAb3_62_63_64_65_NSP_GenomeWideSNP_6_B05_1387924.nocnv_grch38.seg.v2.txt	79f7fb10e1d8f55a6231d359208cc740	55534	validated
2aff27ae-fb20-4e07-a0d9-7cd047b09fbe	2aff27ae-fb20-4e07-a0d9-7cd047b09fbe/ENATE_p_TCGAb_394_395_396_NSP_GenomeWideSNP_6_E09_1474186.nocnv_grch38.seg.v2.txt	995f6d0d96ae3389b13317f704f82d1d	222574	validated
2b73a332-7d71-4113-9a55-4974c4f87bbf	2b73a332-7d71-4113-9a55-4974c4f87bbf/YOGIN_p_TCGA_4_262_263_N_GenomeWideSNP_6_C09_1306164.nocnv_grch38.seg.v2.txt	7af48e1a2df85413f368bfb6be9417a4	45283	validated
2c08ef0c-6e57-4ea1-a9af-df47ca2a1d96	2c08ef0c-6e57-4ea1-a9af-df47ca2a1d96/WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_B10_1359002.nocnv_grch38.seg.v2.txt	d4b78b4320eaadd42b2f6ffb733bb161	13547	validated
2c401ac4-c668-44fb-96c2-5cf33bd140b4	2c401ac4-c668-44fb-96c2-5cf33bd140b4/PRION_p_TCGAb_410_11_12_13_NSP_GenomeWideSNP_6_E08_1486650.nocnv_grch38.seg.v2.txt	6c7734c4185b1376e97423a650514a85	4326	validated
2d2c9fd4-6849-48ee-bc5a-4632c6339412	2d2c9fd4-6849-48ee-bc5a-4632c6339412/TAZZA_p_TCGAb3_62_63_64_65_NSP_GenomeWideSNP_6_C03_1387800.nocnv_grch38.seg.v2.txt	f9dc28e237406e446ae77bc64d3ecff5	3906	validated
2de73e68-2b9a-40c0-a44c-688859fcfdb9	2de73e68-2b9a-40c0-a44c-688859fcfdb9/VISTA_p_TCGAb_383_384_NSP_GenomeWideSNP_6_A04_1464932.nocnv_grch38.seg.v2.txt	985e942f7481b1538c05b1da4e8a1ab5	4714	validated
2ea77592-9dec-4a48-bd06-385b36aaec29	2ea77592-9dec-4a48-bd06-385b36aaec29/WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_H08_1347274.nocnv_grch38.seg.v2.txt	efef1d3027ae288571223903d3aa1cd8	31813	validated
2f8b4e80-0e0f-47a8-9fb1-338e56c99111	2f8b4e80-0e0f-47a8-9fb1-338e56c99111/TAZZA_p_TCGAb3_62_63_64_65_NSP_GenomeWideSNP_6_D03_1387900.nocnv_grch38.seg.v2.txt	6cabae68b54f057976c1959a72a2399a	73163	validated
2fc4532c-d059-4609-b114-ffd524976267	2fc4532c-d059-4609-b114-ffd524976267/ENATE_p_TCGAb_394_395_396_NSP_GenomeWideSNP_6_F11_1474092.nocnv_grch38.seg.v2.txt	7bb657bf640813f90812c6e6e2760505	4411	validated
2fe2be60-3046-4a69-9032-2d28cdd1244e	2fe2be60-3046-4a69-9032-2d28cdd1244e/WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_A08_1359104.nocnv_grch38.seg.v2.txt	48fcf4147de755fd6778e915e4586ae9	54543	validated
2ff809d7-f481-4a31-9290-b1bb472a0cf4	2ff809d7-f481-4a31-9290-b1bb472a0cf4/RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_A06_1361968.nocnv_grch38.seg.v2.txt	cdc4ce48db1a56f69eb4356ea350cc55	2927	validated
309e6d6d-6f76-49a3-addb-cb7ce0215a03	309e6d6d-6f76-49a3-addb-cb7ce0215a03/YOGIN_p_TCGA_4_262_263_N_GenomeWideSNP_6_D01_1306196.nocnv_grch38.seg.v2.txt	6cd1040e5e7c8f02cd006cc6dfb9386a	4970	validated
30da5ddf-3f06-41aa-9da3-c565f7d7cb1e	30da5ddf-3f06-41aa-9da3-c565f7d7cb1e/SNOWS_p_TCGA_Batch_309_310_NSP_GenomeWideSNP_6_D11_1362096.nocnv_grch38.seg.v2.txt	b3ae4badf263eb7ee79b32bd38b7ef30	4778	validated
30f5c08e-2f43-445d-968d-54efb2da3634	30f5c08e-2f43-445d-968d-54efb2da3634/MOWED_p_TCGAb3_39_40_41_42_STY_GenomeWideSNP_6_G12_1377558.nocnv_grch38.seg.v2.txt	fe2cc9a8b2519164ac15df21f8af1d27	4723	validated
3208bd65-616b-43d1-9f60-fdf4559e2a25	3208bd65-616b-43d1-9f60-fdf4559e2a25/PRION_p_TCGAb_410_11_12_13_NSP_GenomeWideSNP_6_E07_1486696.nocnv_grch38.seg.v2.txt	77ae3de0b2a26fac1eb4f8e17a513cfb	69766	validated
3238a6bd-23e9-4930-9155-a6cb6dd9a650	3238a6bd-23e9-4930-9155-a6cb6dd9a650/SNOWS_p_TCGA_Batch_309_310_NSP_GenomeWideSNP_6_G03_1362020.nocnv_grch38.seg.v2.txt	50128891365c9d132882843f23f3b98c	2510	validated
3238c46f-6d48-4d88-9d4e-02893f2e70bf	3238c46f-6d48-4d88-9d4e-02893f2e70bf/ENATE_p_TCGAb_394_395_396_NSP_GenomeWideSNP_6_F02_1474088.nocnv_grch38.seg.v2.txt	7df9a7d19a174ae802cf426a84c533b1	35477	validated
32c7202b-d419-4f74-9152-19e3130b425a	32c7202b-d419-4f74-9152-19e3130b425a/YOGIN_p_TCGA_4_262_263_N_GenomeWideSNP_6_B09_1306126.nocnv_grch38.seg.v2.txt	6e7fa9dc2abed2cab651a9295aaaf070	3204	validated
3350efad-29cc-4bbc-805e-50e851931a2d	3350efad-29cc-4bbc-805e-50e851931a2d/YOGIN_p_TCGA_4_262_263_N_GenomeWideSNP_6_A07_1306192.nocnv_grch38.seg.v2.txt	044f3e3848e1c58f014f98ed87916f73	5476	validated
33dae91d-972b-4b67-afcb-3a9ae7645b17	33dae91d-972b-4b67-afcb-3a9ae7645b17/WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_D10_1359184.nocnv_grch38.seg.v2.txt	4b9ed4599dd567ec8f18adc822f2037d	24309	validated
33de929c-5636-43f8-8c0b-b1cf624d44a7	33de929c-5636-43f8-8c0b-b1cf624d44a7/MACON_p_TCGASNP_218_AML_PP_N_GenomeWideSNP_6_A07_1040028.nocnv_grch38.seg.v2.txt	3246e4c7e11da6a46aab292b7550aee0	3666	validated
34605321-07e1-4d9c-b9f7-a1861b220ee3	34605321-07e1-4d9c-b9f7-a1861b220ee3/SNOWS_p_TCGA_Batch_309_310_NSP_GenomeWideSNP_6_C12_1362086.nocnv_grch38.seg.v2.txt	de19b5eef3d0894fdb8aaadec1e556d4	24442	validated
34682fd7-07f0-4712-bbf7-23aacac0e6d3	34682fd7-07f0-4712-bbf7-23aacac0e6d3/RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_A05_1361940.nocnv_grch38.seg.v2.txt	5e4530724400091aa4c6fec9c76cef08	18199	validated
372d037f-a567-4fd7-a2fb-70d28533e121	372d037f-a567-4fd7-a2fb-70d28533e121/ENATE_p_TCGAb_394_395_396_NSP_GenomeWideSNP_6_G06_1474222.nocnv_grch38.seg.v2.txt	53c738937a69756a0059c85ac449d1c7	21943	validated
37df4876-acb6-4510-8292-39d069335eab	37df4876-acb6-4510-8292-39d069335eab/THREW_p_TCGAb_329_335_336_NSP_GenomeWideSNP_6_F01_1367228.nocnv_grch38.seg.v2.txt	ff872938c52822bbd3241a5d7c76a220	4009	validated
37fe96b6-0cd5-494d-b2e6-0a513f11fc3f	37fe96b6-0cd5-494d-b2e6-0a513f11fc3f/WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_E09_1359090.nocnv_grch38.seg.v2.txt	979f5202b5211eaf1dc702672c0cb085	3484	validated
3809afdf-ec57-4768-8d9c-b15bc05ba855	3809afdf-ec57-4768-8d9c-b15bc05ba855/HONGS_p_TCGAb3_75_76_77_NSP_GenomeWideSNP_6_H04_1438274.nocnv_grch38.seg.v2.txt	5499d4468f16c4977202b7133f21fa00	19700	validated
